batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B005197,917,142,336,208,146,649,481,397,645,173,12,58,778,833,320,984,849,914,202,159,581,548,501,114,887,641,335,483,114,593
B021023,683,79,614,752,91,110,639,537,836,955,581,647,476,767,382,235,510,510,496,994,64,322,946,389,836,746,510,752,398,291
B034340,123,765,797,375,723,292,750,309,674,905,711,54,978,498,318,421,131,134,644,661,98,910,24,375,91,140,73,971,763,444
B014139,119,333,249,451,436,776,800,896,53,348,643,131,354,561,179,328,694,264,278,645,716,672,853,246,184,57,61,165,476,456
B035907,889,448,235,928,878,245,504,767,691,474,653,570,207,618,723,658,587,638,861,884,462,241,788,888,485,280,663,728,783,194
B037609,951,71,552,436,530,301,908,338,3,466,737,660,77,184,713,774,120,433,636,415,927,576,51,29,588,705,925,693,255,231
B036379,603,630,986,404,558,391,408,717,483,874,643,143,920,334,112,592,859,769,924,933,823,406,39,92,783,981,926,527,493,71
B049209,904,717,912,563,885,583,769,466,806,944,402,573,808,785,274,411,324,992,232,364,17,871,545,653,498,91,845,864,633,803
B025923,789,974,74,889,508,546,922,531,609,332,597,632,254,557,855,99,300,155,562,190,359,645,861,435,350,832,284,633,967,321
B028071,152,661,876,132,15,545,443,864,605,481,45,147,330,448,174,497,831,589,721,846,885,72,383,451,954,689,133,688,67,890
B026195,594,157,521,103,169,893,312,894,788,550,801,659,977,498,210,104,980,998,376,865,716,90,816,19,232,833,811,500,258,627
B044336,918,872,845,594,181,725,989,794,994,473,370,819,307,496,742,597,837,17,145,848,293,278,291,591,878,430,411,160,721,575
B039777,528,51,718,315,594,915,618,580,59,599,704,938,610,259,340,483,143,74,528,419,403,558,459,521,84,496,392,45,295,690
B047249,988,534,114,559,844,891,75,77,315,206,407,410,201,269,485,776,471,93,448,469,2,139,849,624,354,787,961,38,334,977
B039119,196,1,314,67,732,267,744,328,81,555,135,446,341,316,429,341,500,792,14,790,421,344,763,156,174,330,949,557,128,242
B046764,769,386,799,171,726,67,698,460,719,380,792,607,526,853,434,546,972,143,89,978,551,710,341,924,525,898,535,70,977,204
B030333,588,201,163,610,380,981,469,276,754,799,394,331,868,839,255,678,23,761,414,125,177,977,808,35,667,985,607,390,598,207
B043482,517,50,44,444,78,924,573,282,41,488,876,161,652,324,172,335,142,795,319,543,75,1,557,236,435,994,834,632,173,371
B007337,751,419,432,446,898,983,634,665,514,152,725,805,232,134,188,114,903,237,720,582,353,52,955,258,556,873,424,471,131,227
B014699,2,134,430,109,638,365,154,346,437,167,409,209,343,321,558,928,663,148,571,180,780,15,245,145,310,19,564,248,490,131
B020847,162,955,111,845,500,774,920,961,134,631,671,179,46,263,121,938,347,787,169,590,133,530,167,923,900,132,738,283,754,680
B019786,987,775,398,259,693,856,230,1,536,1,116,573,516,367,925,897,156,149,306,66,16,31,154,655,524,616,220,827,775,708
B026657,585,112,101,388,519,187,255,694,942,318,787,912,830,135,446,120,850,107,239,163,434,253,60,130,674,436,976,796,110,208
B003180,102,741,715,26,970,997,390,368,924,547,325,853,175,215,647,61,642,598,680,708,642,490,575,950,845,406,972,953,534,656
B032346,326,112,112,473,602,196,250,600,417,287,601,129,985,148,701,372,480,19,942,764,244,802,815,518,400,24,99,471,20,611
B012012,553,309,820,212,489,993,626,1,131,565,190,623,135,701,306,556,181,943,314,642,936,622,140,279,403,77,156,403,157,381
B033012,101,578,207,24,576,961,701,954,994,525,648,222,410,681,495,891,20,20,773,189,325,350,339,315,525,619,449,887,861,572
B010406,977,623,690,411,722,831,262,181,152,191,154,156,455,910,567,938,17,789,686,959,328,735,75,641,601,622,59,889,824,207
B031672,784,965,433,613,489,841,918,774,178,180,527,258,84,740,851,971,403,255,264,335,679,27,710,706,691,377,498,481,557,692
B039520,394,70,124,931,181,309,61,727,693,709,116,445,601,135,417,790,877,881,146,959,755,273,982,313,714,114,981,421,676,620
B038862,368,812,482,816,622,1,931,287,738,772,205,669,60,905,366,42,396,466,557,325,313,160,986,702,13,903,492,38,954,574
B037106,875,226,715,425,292,12,324,568,243,71,599,360,647,120,770,614,858,654,659,443,996,851,889,442,743,996,159,137,520,387
B015839,133,993,446,851,423,553,727,447,756,643,70,564,959,768,379,300,943,415,666,539,886,739,550,24,493,566,328,169,529,524
B047780,728,829,919,297,646,448,635,732,19,902,745,443,774,237,244,862,162,720,232,948,913,286,58,537,898,563,576,193,683,330
B007151,264,944,205,385,692,824,519,933,124,617,899,382,89,753,94,656,842,995,327,890,3,906,807,806,989,221,913,743,193,209
B038695,652,15,322,591,671,651,199,248,199,521,314,973,802,184,773,689,571,64,924,501,139,488,474,256,699,656,230,344,38,860
B008933,332,423,360,195,200,431,465,216,523,991,591,977,828,361,213,552,544,921,158,854,356,707,303,879,732,634,699,675,388,86
B029938,761,712,948,99,666,594,930,54,442,472,18,242,554,533,632,207,565,550,523,463,754,285,952,791,928,630,327,57,235,641
B049326,830,158,392,316,869,818,965,872,831,395,510,786,319,617,566,520,821,404,547,603,897,208,541,141,217,471,176,863,145,326
B043882,962,424,456,199,214,658,43,557,389,926,839,968,565,765,984,373,347,529,815,29,94,261,141,819,912,43,50,169,957,395
B040957,397,107,31,481,960,551,525,979,961,817,141,430,696,885,217,294,890,688,785,638,66,226,546,227,929,370,154,310,795,355
B000370,141,148,292,483,61,765,311,386,650,831,343,308,651,284,58,245,407,677,414,836,244,472,400,164,290,642,244,384,182,284
B034323,288,143,498,573,806,637,765,712,584,716,17,612,403,948,561,157,569,148,768,920,594,947,772,982,759,566,11,884,356,89
B050280,874,484,316,157,784,989,849,666,236,135,983,880,287,141,626,905,398,496,148,254,688,314,4,193,457,730,505,91,862,987
B019104,475,143,375,931,516,408,870,592,552,795,455,306,67,131,553,541,528,132,688,448,570,668,547,459,523,34,725,428,202,148
B024132,84,254,879,88,557,200,908,361,281,2,120,487,944,754,150,633,862,48,763,359,527,445,876,578,341,847,723,992,486,383
B001317,154,168,358,844,758,705,906,249,181,354,305,256,426,209,495,696,188,90,270,974,125,565,8,236,591,267,138,109,348,800
B031717,515,802,677,710,687,706,234,350,303,90,428,864,669,119,468,946,634,935,206,369,655,963,447,676,255,971,727,511,260,177
B007621,390,458,661,43,756,493,202,101,539,799,178,783,412,420,839,413,64,71,561,998,215,645,661,328,211,54,347,821,281,514
B039886,551,409,220,580,516,535,551,122,597,473,109,433,560,501,496,681,411,83,153,844,848,646,959,782,57,518,357,686,144,537
B013088,528,157,28,726,507,827,351,142,533,132,222,294,14,695,579,799,582,647,885,419,434,412,12,529,470,286,380,234,767,837
B028703,765,413,888,114,908,510,738,710,310,235,825,489,229,53,433,469,354,148,395,552,483,35,327,39,770,197,992,668,943,922
B036036,887,560,266,158,666,894,435,768,848,409,142,97,548,139,791,871,825,182,949,200,393,498,751,340,359,95,493,297,465,746
B007982,117,542,354,792,850,401,160,715,762,830,335,770,990,771,676,176,749,117,154,862,103,503,729,144,801,176,260,31,584,894
B039835,329,618,260,758,456,351,438,437,450,952,792,483,774,110,850,580,259,66,175,583,331,320,686,752,921,141,635,393,287,894
B007950,465,620,143,324,163,52,245,812,832,892,788,242,750,293,243,746,226,17,551,617,177,196,128,756,191,227,977,438,849,976
B030932,952,472,99,74,303,837,110,123,969,79,457,345,886,893,365,688,826,350,339,805,799,349,697,35,280,543,37,946,311,530
B026826,543,602,946,685,306,869,324,354,836,774,222,704,924,491,617,785,860,389,165,552,871,625,80,287,770,932,529,639,534,876
B000407,133,554,976,748,59,64,465,694,995,360,286,289,175,546,212,744,179,184,826,367,565,321,440,314,276,352,552,918,279,113
B047855,816,216,768,247,182,471,381,185,199,198,47,352,279,714,860,197,562,992,457,390,162,252,772,180,503,182,486,317,487,731
B048720,296,865,975,159,58,459,979,364,869,416,900,257,807,950,203,654,403,578,113,497,524,497,412,354,630,744,400,931,2,4
B027364,21,570,583,557,290,745,403,35,280,117,30,371,937,218,954,42,909,25,728,113,992,386,672,658,651,99,610,286,853,583
B039366,558,426,585,317,242,515,313,443,338,77,444,328,406,433,283,258,423,563,873,781,567,802,766,739,498,504,103,906,914,704
B040662,607,181,628,99,213,28,418,95,892,622,942,985,12,673,905,144,311,995,482,344,815,688,815,572,323,216,78,625,714,711
B023246,652,891,881,180,776,600,376,577,329,202,176,863,526,689,579,578,766,685,328,65,332,653,966,892,11,553,495,391,193,244
B042206,262,331,210,548,962,937,590,969,427,545,582,492,432,704,329,445,522,877,443,71,182,853,604,939,665,909,227,920,4,357
B010726,924,88,296,841,544,256,463,185,455,465,585,381,513,744,748,970,178,37,522,788,210,286,873,535,725,891,462,686,803,470
B045026,767,731,448,239,492,25,364,279,130,590,200,571,102,369,304,80,619,78,413,861,110,905,426,711,397,376,568,663,680,113
B011028,910,699,219,421,513,470,121,348,647,586,504,988,306,819,168,35,634,909,744,93,360,874,457,934,606,462,941,665,102,495
B043470,509,289,983,735,828,763,321,785,773,70,242,877,842,874,309,387,409,290,117,768,345,686,864,886,907,11,494,167,630,713
B038362,874,585,696,450,240,936,813,13,227,404,798,864,419,77,891,360,892,185,590,277,593,228,592,6,241,775,792,489,878,96
B009795,57,354,469,582,973,161,857,649,404,24,894,491,216,183,998,519,997,920,983,258,196,700,763,47,815,410,84,433,121,675
B041267,566,285,388,541,106,317,838,986,847,935,440,348,861,31,702,239,669,985,111,651,36,678,980,220,630,296,816,889,975,960
B007952,947,204,801,256,71,199,384,906,836,184,330,111,893,815,290,6,26,716,169,443,677,412,854,357,108,918,589,657,727,130
B043242,916,161,291,725,720,425,747,976,706,844,461,287,217,294,389,507,674,977,139,412,969,727,653,333,323,888,130,623,290,715
B044404,522,73,467,168,534,879,728,837,774,526,424,18,158,332,501,506,215,574,735,183,600,956,670,822,185,201,48,15,26,9
B018494,599,43,663,591,742,355,320,540,716,945,780,839,636,183,505,542,301,414,480,939,843,82,689,453,434,840,238,512,790,498
B034531,862,390,518,518,365,929,859,871,9,369,642,420,595,10,301,734,391,291,441,825,44,239,299,606,720,348,40,326,528,510
B027378,920,421,137,315,274,985,417,645,761,528,379,523,333,653,589,479,872,136,188,524,755,419,991,424,736,233,658,403,294,286
B041653,496,432,137,167,223,489,354,951,27,38,549,657,61,86,141,963,677,546,158,384,630,696,39,521,681,453,408,982,710,207
B011559,270,551,997,460,957,720,783,86,686,395,342,947,385,396,747,213,341,597,227,828,517,857,601,767,395,374,997,22,275,699
B044323,198,915,415,665,12,620,998,959,859,884,590,59,140,304,473,978,858,959,5,437,740,331,763,298,411,765,125,826,412,986
B003158,519,401,940,261,722,991,961,306,730,43,782,586,816,174,526,311,553,740,552,639,997,804,408,750,720,332,507,629,867,381
B030776,827,557,269,284,966,333,87,921,497,511,694,732,970,387,846,109,808,889,454,59,352,350,411,745,188,472,481,523,289,806
B028084,595,2,107,867,65,380,463,893,632,469,94,921,149,282,12,409,992,216,404,937,634,348,103,150,843,56,7,632,500,860
B024726,19,160,873,111,385,115,626,21,222,488,596,294,451,234,478,239,694,701,48,351,871,256,952,164,454,512,311,652,305,503
B031241,464,407,42,245,806,388,610,584,318,630,938,830,317,317,563,928,170,928,524,828,879,742,23,548,291,998,341,684,106,19
B007766,946,776,523,377,432,369,62,103,252,721,571,248,68,64,353,242,879,8,956,206,428,507,547,284,271,95,910,646,201,316
B049446,117,594,645,766,370,61,833,41,912,162,695,895,82,42,494,106,215,19,667,758,411,105,119,692,716,635,899,498,956,511
B008376,387,62,325,525,102,26,880,317,291,88,561,808,734,336,697,8,22,231,544,925,606,394,739,84,239,490,179,58,241,759
B035713,52,219,48,333,558,108,160,766,604,747,490,558,852,897,94,57,687,536,2,981,529,423,924,388,675,145,754,310,653,611
B021367,587,645,632,384,511,302,874,850,299,52,291,338,563,714,976,391,406,498,256,207,211,40,943,959,54,380,303,532,846,841
B045306,165,737,39,882,947,372,522,727,587,902,345,249,971,336,911,572,606,963,423,438,154,675,301,225,950,162,398,358,546,892
B046000,813,370,405,4,287,436,675,524,225,743,758,232,644,692,291,984,481,298,994,58,539,719,908,2,547,738,806,650,695,187
B032988,745,570,608,367,259,466,476,28,303,614,445,790,776,845,36,378,243,63,268,514,69,46,383,214,808,127,334,746,873,662
B025838,292,531,829,928,982,118,884,539,443,681,642,897,177,639,384,172,364,53,104,695,795,682,802,880,512,339,151,650,156,429
B046429,679,732,189,569,195,594,128,987,52,554,116,439,263,855,145,500,172,273,169,657,299,626,337,55,759,900,584,202,409,14
B014049,537,570,735,220,369,278,853,921,605,881,387,767,847,140,581,627,947,994,997,618,195,101,972,994,639,470,883,470,361,213
B046704,210,50,339,522,62,991,360,312,658,326,182,26,489,69,555,801,837,771,972,951,877,286,457,601,434,495,281,727,985,916
B021716,872,573,58,482,959,972,74,755,685,449,341,617,892,708,597,794,405,112,109,446,108,814,715,805,518,890,470,816,539,167
B048379,224,101,468,336,822,261,796,236,767,894,281,725,604,27,10,21,255,932,37,229,600,652,390,316,934,498,364,827,493,173
B045895,554,96,886,721,691,359,141,892,115,924,773,974,638,419,879,33,923,716,600,513,186,123,999,872,306,842,657,452,597,422
B009276,782,906,220,136,311,766,821,172,23,84,844,34,202,374,727,382,260,15,890,468,816,840,521,252,799,877,631,72,733,750
B001302,126,9,8,973,579,550,24,643,772,462,269,60,167,929,698,88,885,16,23,257,887,748,896,480,191,641,52,181,682,502
B033007,854,905,42,890,796,967,642,829,364,180,426,32,982,904,243,910,185,499,915,30,450,797,487,662,78,669,284,484,919,707
B019429,296,923,834,804,693,448,269,967,994,808,218,853,91,343,507,825,634,209,434,321,408,549,67,752,980,75,392,424,950,290
B031204,360,693,954,250,177,659,819,252,471,129,96,161,316,38,724,966,124,699,408,930,586,604,435,552,993,943,916,542,677,419
B020130,291,339,891,750,922,248,614,947,376,802,621,472,679,270,992,410,20,931,159,997,679,58,998,191,522,441,450,412,856,326
B044127,12,451,444,715,318,104,157,953,794,255,621,925,831,625,551,959,799,838,756,3,353,2,917,768,894,268,57,7,530,419
B042368,243,590,894,250,313,826,490,161,491,512,447,264,856,795,899,499,500,83,997,978,311,179,915,350,157,143,846,141,889,454
B034067,33,612,974,618,552,649,178,468,683,1,333,644,678,870,388,121,417,149,139,311,888,457,42,103,510,890,319,746,886,62
B002005,490,706,638,329,190,537,518,365,194,99,882,843,489,652,718,671,923,426,926,71,943,166,690,345,681,518,264,116,990,513
B023972,137,302,846,998,894,343,612,161,731,645,470,202,436,851,776,789,286,896,252,407,438,895,868,256,927,637,587,936,359,328
B031137,193,863,731,604,838,492,904,254,777,666,456,908,424,619,636,227,520,854,980,867,978,350,470,473,23,939,575,798,585,676
B032444,603,24,139,430,643,955,842,260,858,805,483,484,804,916,809,128,128,571,578,20,993,313,123,693,46,199,601,663,471,441
B022838,125,496,393,491,128,837,769,164,890,253,61,141,665,804,84,925,884,542,245,355,918,778,176,34,746,818,793,510,42,841
B036335,867,42,321,876,279,667,459,343,596,712,69,51,552,998,183,709,862,821,743,261,154,855,895,380,292,433,452,541,39,504
B037787,175,622,294,854,89,262,504,875,673,704,826,529,160,153,538,597,310,139,866,20,910,167,534,571,969,354,498,386,42,42
B024385,37,918,616,741,499,825,987,976,536,677,55,805,378,80,89,892,429,228,242,882,688,301,672,172,652,948,674,552,526,429
B045160,40,595,107,758,629,212,654,964,201,339,961,731,778,664,965,403,700,54,898,116,399,277,683,373,737,802,274,977,268,992
B015576,626,312,812,70,273,232,667,903,386,245,381,912,158,218,218,652,397,904,810,99,180,419,154,473,26,935,467,15,172,888
B034776,127,972,968,600,408,729,506,982,912,214,239,329,943,293,370,435,267,963,665,15,485,365,52,971,960,348,663,353,441,103
B045280,734,965,104,356,554,520,131,991,578,824,858,469,342,649,850,129,607,644,673,620,761,35,658,503,591,393,192,25,428,426
B039929,675,777,410,569,494,498,535,484,611,696,948,619,879,303,855,304,256,90,983,868,883,813,877,545,965,299,231,515,670,93
B011610,193,71,254,729,903,412,908,873,179,120,769,501,606,178,291,245,440,315,771,533,13,487,184,481,684,422,149,45,475,291
B000809,542,856,557,911,527,56,939,668,208,333,803,245,834,999,566,166,665,990,453,816,931,335,947,534,20,972,381,171,986,283
B046453,480,463,689,913,124,197,165,837,365,911,616,656,111,536,768,943,415,616,270,465,451,49,978,198,444,62,184,579,704,297
B005296,184,697,279,988,680,873,398,257,773,955,984,867,743,614,101,991,120,860,389,4,464,180,531,402,538,720,369,378,280,597
B009607,166,806,851,465,749,233,735,320,333,347,124,97,104,472,717,42,991,684,726,995,14,778,215,732,728,991,899,425,366,900
B016027,857,725,311,301,914,646,833,121,610,730,644,989,846,952,478,921,768,123,694,29,966,209,132,875,878,497,4,400,168,759
B011066,782,949,63,199,390,279,282,303,541,743,288,458,740,815,502,145,46,272,168,384,274,215,600,661,470,641,229,207,386,558
B001304,316,85,939,1,384,578,594,327,189,949,811,945,11,429,1,964,931,796,670,719,803,829,211,787,397,84,586,159,364,695
B019939,308,990,524,772,927,922,370,403,409,933,844,43,389,372,275,825,820,595,540,868,714,363,701,984,31,839,685,619,601,166
B038219,230,838,166,677,405,555,313,28,441,39,401,420,796,131,948,827,807,925,758,207,545,372,478,825,32,643,269,777,843,108
B032081,863,799,107,986,349,926,1,284,952,582,145,841,475,614,646,515,954,592,405,20,628,651,47,600,454,544,923,206,155,275
B015019,884,859,202,364,585,400,451,571,669,333,629,941,649,766,101,612,392,924,900,24,683,645,699,559,185,797,657,186,57,581
B028222,143,4,273,579,323,355,918,804,384,436,8,3,513,776,192,454,95,992,528,309,823,741,181,863,233,16,829,345,125,513
B023309,560,916,220,126,878,254,428,528,773,406,591,754,582,109,783,259,874,947,178,117,788,523,815,836,881,871,723,703,600,366
B009782,614,779,19,457,853,166,388,672,26,714,748,269,905,937,609,283,225,591,882,535,560,84,837,79,99,266,387,51,840,356
B043083,43,909,164,763,990,514,737,695,373,532,821,441,855,189,939,4,823,990,717,515,437,258,2,372,901,214,541,617,23,803
B038795,159,444,445,330,510,648,959,608,416,190,702,988,575,739,80,544,380,30,19,364,816,666,14,859,27,686,245,816,126,982
B037810,662,407,770,546,495,126,819,693,539,271,211,241,792,438,540,426,393,428,359,356,107,961,30,119,835,264,93,963,350,310
B035074,40,616,806,298,686,524,463,13,463,997,105,733,751,922,35,42,884,603,563,819,850,538,524,69,379,130,417,746,865,266
B025176,203,712,875,34,563,755,642,730,952,377,522,189,616,667,88,52,196,835,415,307,251,793,503,500,788,736,932,726,431,625
B036702,414,70,630,967,848,263,422,489,993,965,49,61,262,204,370,777,877,829,148,168,689,433,351,548,664,684,571,229,206,88
B021385,820,482,479,30,308,119,832,169,503,665,536,829,0,512,119,656,586,436,491,626,473,927,963,670,289,140,33,606,577,544
B044923,271,73,708,549,494,671,554,696,493,522,315,663,354,930,336,363,911,182,390,189,330,429,902,866,650,143,215,310,90,434
B009237,868,417,507,750,931,539,377,441,584,735,490,509,589,384,857,308,300,174,319,513,410,552,945,816,925,533,961,651,339,861
B026196,410,946,658,633,386,721,235,686,52,150,735,820,943,238,624,916,428,196,424,37,624,70,435,510,208,283,786,929,500,958
B044766,637,677,66,507,462,756,431,840,605,250,305,132,681,844,698,249,326,241,595,440,267,624,376,120,822,761,456,133,183,167
B046036,288,934,973,5,401,124,104,934,441,154,15,547,100,309,73,142,520,160,731,850,12,387,754,513,908,706,323,764,790,289
B001515,50,629,699,903,938,344,201,303,640,849,440,143,916,653,808,560,912,792,563,944,268,419,899,453,758,578,807,947,789,318
B047574,752,501,591,58,184,840,393,924,715,857,969,24,492,387,459,642,561,87,711,196,717,416,680,184,272,71,684,753,875,331
B039388,917,393,748,905,785,599,377,169,66,687,428,896,861,505,759,282,838,55,655,658,834,175,782,385,327,956,530,250,192,146
B005312,452,168,602,416,691,834,954,984,864,721,299,333,827,852,993,458,933,229,96,374,509,853,163,538,903,867,267,20,575,376
B003685,89,313,741,115,231,954,426,619,139,627,501,201,154,44,54,978,378,716,140,804,181,184,218,794,406,351,816,928,113,380
B016978,681,179,725,929,717,553,750,390,971,175,631,60,289,940,584,461,470,238,65,72,346,914,911,401,146,202,466,895,946,93
B008181,152,314,340,239,160,307,255,526,516,549,180,124,19,182,134,443,190,956,123,935,220,110,446,407,831,895,791,935,898,571
B011146,787,30,924,749,703,298,269,949,582,146,223,78,66,792,786,818,202,793,374,735,283,672,176,516,471,889,363,253,431,798
B004789,82,729,483,441,239,186,823,599,691,380,582,848,492,660,719,482,76,850,664,180,82,159,751,974,367,915,351,438,150,382
B009321,677,936,318,995,163,857,950,52,969,96,60,438,908,444,924,221,268,466,2,350,537,279,380,425,73,611,520,767,743,354
B024442,561,339,167,569,644,370,848,939,382,399,510,876,948,708,294,406,487,289,366,972,619,581,702,132,653,325,749,900,71,341
B011206,436,817,863,114,961,652,860,643,213,16,486,301,282,946,849,883,136,605,954,260,253,746,592,838,306,483,483,774,674,586
B027905,813,694,889,635,826,460,794,519,554,358,552,983,991,796,721,801,14,675,495,733,158,660,46,287,431,294,336,132,246,523
B043021,985,548,545,273,53,401,252,779,701,257,932,654,636,785,328,856,814,883,338,741,222,63,774,81,264,413,93,55,609,750
B030104,100,854,934,829,118,149,307,734,342,659,589,576,532,640,119,50,459,772,169,345,257,122,188,628,417,793,350,931,972,603
B023979,576,630,77,748,199,206,528,644,975,72,584,443,537,726,211,551,932,496,681,537,586,111,3,696,213,38,25,57,921,632
B045217,902,60,366,677,588,732,579,486,887,307,913,583,443,20,445,363,777,294,481,603,904,402,323,752,604,350,712,722,538,823
B045520,926,909,335,806,770,597,673,855,841,645,182,914,126,314,949,797,445,87,197,797,721,982,478,561,706,92,264,377,885,926
B046191,733,576,605,471,867,912,755,199,171,495,56,188,83,828,973,410,337,334,926,213,293,597,828,303,61,736,793,271,64,535
B042091,499,830,797,451,646,687,478,254,348,893,936,654,954,826,937,152,485,274,938,607,991,814,701,404,97,402,289,867,742,514
B010400,897,99,735,958,547,818,786,689,840,394,596,99,744,429,113,63,966,607,937,78,88,341,322,878,524,551,291,777,110,45
B025710,211,595,376,988,98,960,574,306,197,762,474,561,478,993,117,151,213,945,799,257,581,69,302,194,229,709,394,11,544,217
B014175,390,293,828,795,603,764,887,609,673,301,480,308,635,350,481,429,861,718,104,601,797,119,890,598,530,560,488,363,87,847
B022714,780,372,463,162,200,810,711,51,492,763,783,943,987,197,240,187,468,934,105,524,436,404,266,337,692,311,271,179,76,566
B009095,173,763,491,457,163,924,259,984,232,267,448,508,881,367,405,770,450,59,535,475,424,16,231,688,459,300,115,865,723,523
B033965,54,125,735,980,298,377,561,759,9,557,341,715,707,446,776,274,84,446,813,238,815,147,524,573,844,165,466,294,905,268
B032870,703,145,214,275,542,507,468,256,317,594,946,795,831,121,225,857,463,817,63,854,639,964,699,477,195,270,42,696,185,66
B013426,537,493,107,373,387,765,720,268,716,34,138,109,692,682,63,47,882,58,140,541,377,860,670,146,774,5,414,571,684,127
B001098,633,267,265,230,672,399,264,517,199,9,709,671,89,902,785,827,951,832,959,523,484,921,297,130,98,691,9,646,425,511
B011514,985,683,740,893,340,51,28,502,272,416,756,585,258,245,374,298,450,153,538,428,143,791,622,819,580,175,156,452,440,793
B037706,296,470,148,508,139,546,310,765,516,526,228,803,660,826,251,251,669,815,756,94,667,970,594,564,561,468,63,601,755,189
B036328,671,942,689,244,290,220,832,520,391,585,429,97,584,148,116,961,326,622,407,136,965,493,841,807,83,609,345,188,548,596
B040528,432,379,398,980,827,423,349,137,781,530,399,986,157,785,363,747,65,364,274,656,948,451,117,928,233,168,208,551,918,400
B028948,573,503,712,719,722,382,376,840,820,269,279,300,148,137,482,657,102,204,482,238,499,601,663,672,404,890,766,728,32,757
B003782,470,685,484,573,638,965,412,703,661,29,467,719,542,545,450,164,943,136,732,742,162,363,245,209,970,6,357,698,979,574
B022139,656,324,251,536,904,368,336,338,599,343,211,863,93,337,179,969,715,372,148,259,210,863,856,954,911,483,155,787,483,554
B009336,287,18,870,183,536,651,134,286,835,173,167,467,188,540,321,779,7,736,383,433,862,959,553,88,723,323,846,685,865,324
B015161,946,808,626,172,208,367,929,89,882,812,485,215,784,513,469,183,884,464,161,861,481,773,81,816,53,687,90,930,89,189
B046458,12,143,670,810,572,199,262,828,562,676,540,771,241,539,164,311,143,243,661,252,549,366,265,102,412,268,393,252,869,399
B020183,415,89,665,912,773,101,361,80,318,196,806,332,973,945,991,93,123,833,414,16,760,154,254,322,678,457,999,463,604,171
B039360,525,21,887,920,713,832,575,811,98,925,822,737,382,275,87,682,382,522,77,514,93,250,993,549,855,937,547,217,573,647
B026404,315,768,500,462,842,273,879,873,925,209,296,781,224,618,776,921,152,229,273,196,752,906,940,383,625,777,720,303,242,886
B047952,477,494,505,975,760,511,183,566,365,25,754,876,725,588,9,75,632,69,311,873,331,392,550,532,752,115,709,669,653,118
B000106,82,778,902,238,411,194,591,850,230,609,18,386,710,320,741,249,678,937,948,104,653,663,188,524,452,738,617,17,147,819
B009446,685,546,196,520,415,80,748,480,602,114,255,257,323,879,945,817,729,525,26,179,41,141,772,684,543,805,839,336,525,67
B006256,169,118,204,900,825,728,189,827,543,765,494,899,581,31,939,855,102,955,997,835,232,555,631,391,987,351,483,194,273,11
B035193,211,786,661,726,222,553,677,283,874,34,933,406,985,765,943,115,665,992,406,796,613,830,36,237,63,621,331,25,67,821
B001724,277,489,787,227,215,531,407,101,299,76,972,280,254,188,428,515,495,36,770,501,45,303,672,147,747,869,595,724,880,634
B002316,492,566,677,358,821,649,71,83,917,110,866,136,42,784,947,424,27,840,762,662,801,215,280,980,947,350,822,811,208,508
B032545,263,651,275,284,318,828,246,107,228,490,783,517,524,465,366,180,993,976,31,811,542,448,119,482,416,715,23,592,303,870
B048242,667,169,514,62,931,14,104,572,6,266,297,122,616,48,26,757,90,33,293,172,485,744,434,606,506,403,456,327,123,490
B042148,335,153,748,3,374,627,84,959,660,307,658,951,935,889,6,558,275,688,698,848,190,335,726,721,449,147,232,526,267,184
B036434,380,670,288,193,135,169,791,51,792,391,40,640,213,401,68,516,847,927,65,685,168,648,332,79,378,665,647,604,816,908
B022867,909,728,731,801,145,319,730,88,196,635,15,496,119,982,209,273,48,290,72,591,591,462,610,607,19,361,276,632,129,876
B002323,356,143,72,675,470,673,509,410,855,948,679,916,604,553,358,587,376,815,74,712,241,313,919,721,543,449,158,298,36,451
B002536,5,774,0,385,765,87,339,240,710,279,76,297,106,686,420,641,374,770,25,820,537,236,117,942,134,485,974,338,207,651
B017029,430,68,46,976,587,580,40,150,346,903,770,662,650,969,267,816,901,830,914,467,13,414,186,648,68,876,360,921,598,427
B033220,925,939,655,132,182,544,621,305,935,724,449,970,384,275,518,941,450,625,515,224,775,733,14,319,974,739,584,285,893,579
B033472,695,436,184,373,711,41,189,905,299,988,855,480,121,273,740,208,916,515,838,896,287,4,421,467,502,427,497,743,898,878
B010008,351,340,686,375,785,540,834,486,243,902,280,260,222,266,11,929,449,819,297,864,723,388,891,974,601,204,896,831,878,822
B036393,996,76,252,259,166,133,435,593,899,773,556,733,386,385,789,462,945,909,227,164,699,417,753,80,904,959,266,904,923,874
B032468,260,137,118,475,390,629,894,335,109,714,935,856,887,894,973,461,818,15,164,957,35,441,561,149,384,227,950,873,919,942
B033169,489,81,375,940,322,811,818,884,800,645,182,304,774,314,401,990,337,442,793,897,680,96,230,936,344,135,867,66,141,990
B012974,195,376,248,391,854,799,887,529,972,555,378,617,323,774,982,537,443,931,569,303,231,568,664,899,516,436,904,56,794,972
B032486,364,876,72,385,860,820,353,865,904,228,859,972,283,525,76,142,518,31,887,157,375,940,54,408,98,311,896,166,777,333
B019960,14,212,286,606,861,697,511,132,206,156,403,31,430,424,309,57,414,981,43,276,703,764,75,217,904,959,512,149,461,164
