serial_nbr,batchID
S000B014996,B014996
S001B007373,B007373
S000B049041,B049041
S007B000267,B000267
S005B014016,B014016
S001B018351,B018351
S003B039968,B039968
S007B024301,B024301
S008B008718,B008718
S000B012142,B012142
S000B023979,B023979
S004B024896,B024896
S006B007373,B007373
S003B028989,B028989
S005B032304,B032304
S005B001106,B001106
S006B043038,B043038
S009B015469,B015469
S009B032765,B032765
S005B037810,B037810
S007B041111,B041111
S007B043302,B043302
S003B019884,B019884
S002B046903,B046903
S006B021042,B021042
S007B050263,B050263
S002B021153,B021153
S003B027944,B027944
S000B044610,B044610
S009B040697,B040697
S002B041979,B041979
S007B008128,B008128
S002B001055,B001055
S005B011919,B011919
S007B037499,B037499
S002B028977,B028977
S002B037879,B037879
S002B002312,B002312
S009B024385,B024385
S008B031891,B031891
S003B024942,B024942
S001B001365,B001365
S003B008792,B008792
S009B013496,B013496
S000B029958,B029958
S001B003708,B003708
S008B027481,B027481
S005B048367,B048367
S006B047239,B047239
S006B046509,B046509
S007B049194,B049194
S001B008930,B008930
S007B036360,B036360
S009B024113,B024113
S009B007698,B007698
S001B010372,B010372
S002B046693,B046693
S005B023597,B023597
S005B013978,B013978
S008B049611,B049611
S008B025813,B025813
S005B044952,B044952
S008B023979,B023979
S000B015371,B015371
S005B028666,B028666
S000B033557,B033557
S003B027783,B027783
S008B019973,B019973
S007B010124,B010124
S007B011293,B011293
S003B031428,B031428
S007B027291,B027291
S007B017381,B017381
S007B008001,B008001
S007B008056,B008056
S009B005514,B005514
S008B040668,B040668
S004B049204,B049204
S003B036609,B036609
S005B034124,B034124
S007B005703,B005703
S004B048532,B048532
S000B032046,B032046
S001B016662,B016662
S002B024999,B024999
S009B021310,B021310
S009B029891,B029891
S008B039366,B039366
S003B007643,B007643
S004B018456,B018456
S001B002767,B002767
S009B042691,B042691
S004B045995,B045995
S004B000132,B000132
S004B012567,B012567
S005B032474,B032474
S009B007846,B007846
S007B016193,B016193
S007B025227,B025227
S005B048171,B048171
S008B037359,B037359
S005B014660,B014660
S000B003180,B003180
S001B003439,B003439
S009B033244,B033244
S003B033041,B033041
S006B036908,B036908
S007B023011,B023011
S005B047773,B047773
S003B027725,B027725
S007B030324,B030324
S003B046216,B046216
S001B049019,B049019
S006B011742,B011742
S003B007053,B007053
S003B045269,B045269
S004B036026,B036026
S003B005453,B005453
S007B044460,B044460
S001B015703,B015703
S005B043384,B043384
S001B029982,B029982
S009B007663,B007663
S007B014862,B014862
S005B002277,B002277
S001B022869,B022869
S007B048894,B048894
S003B044058,B044058
S002B036479,B036479
S002B020977,B020977
S004B024053,B024053
S009B032290,B032290
S009B047159,B047159
S009B047707,B047707
S008B017209,B017209
S003B010581,B010581
S003B032724,B032724
S008B010344,B010344
S001B044955,B044955
S009B037353,B037353
S001B001147,B001147
S008B035756,B035756
S004B021073,B021073
S001B003546,B003546
S001B012325,B012325
S009B047317,B047317
S001B044766,B044766
S002B032587,B032587
S001B032847,B032847
S006B000397,B000397
S001B003107,B003107
S001B014537,B014537
S001B037749,B037749
S000B023529,B023529
S000B007308,B007308
S007B004573,B004573
S004B048403,B048403
S001B034351,B034351
S004B021473,B021473
S000B028499,B028499
S008B044952,B044952
S002B034156,B034156
S009B003107,B003107
S005B040278,B040278
S009B033992,B033992
S004B023840,B023840
S005B023116,B023116
S009B027950,B027950
S002B007017,B007017
S009B010678,B010678
S007B015277,B015277
S005B006253,B006253
S005B036052,B036052
S003B002048,B002048
S005B005392,B005392
S002B017319,B017319
S006B001394,B001394
S004B045027,B045027
S002B006852,B006852
S002B013475,B013475
S003B020415,B020415
S001B014674,B014674
S005B023078,B023078
S000B010372,B010372
S006B002150,B002150
S008B004142,B004142
S001B005396,B005396
S003B030017,B030017
S000B019670,B019670
S001B049770,B049770
S009B019318,B019318
S002B019666,B019666
S000B028784,B028784
S003B037359,B037359
S008B036134,B036134
S006B037778,B037778
S006B012468,B012468
S002B033627,B033627
S006B026033,B026033
S004B020231,B020231
S005B048625,B048625
S005B012355,B012355
S003B008401,B008401
S003B037282,B037282
S001B006485,B006485
S006B030506,B030506
S003B033590,B033590
S007B037353,B037353
S008B011387,B011387
S001B018701,B018701
S008B022550,B022550
S008B031696,B031696
S002B017593,B017593
S005B003304,B003304
S005B014922,B014922
S009B023963,B023963
S002B019104,B019104
S002B043383,B043383
S005B005289,B005289
S008B009338,B009338
S003B010483,B010483
S001B031552,B031552
S009B046693,B046693
S001B004478,B004478
S006B032010,B032010
S006B022282,B022282
S002B021558,B021558
S004B019951,B019951
S005B036610,B036610
S001B038219,B038219
S002B044884,B044884
S004B032706,B032706
S004B040259,B040259
S008B024607,B024607
S001B018551,B018551
S001B036434,B036434
S003B000733,B000733
S004B015371,B015371
S002B029246,B029246
S009B030023,B030023
S004B024379,B024379
S002B027291,B027291
S007B042381,B042381
S001B005668,B005668
S003B006263,B006263
S004B024610,B024610
S004B006738,B006738
S005B002578,B002578
S009B023586,B023586
S007B001309,B001309
S003B002163,B002163
S000B049235,B049235
S002B007260,B007260
S005B027114,B027114
S000B037490,B037490
S000B033147,B033147
S002B026780,B026780
S000B013670,B013670
S004B025025,B025025
S001B041068,B041068
S008B024942,B024942
S005B042992,B042992
S001B032062,B032062
S007B025373,B025373
S009B025721,B025721
S002B043844,B043844
S006B013621,B013621
S008B027318,B027318
S007B032143,B032143
S003B028957,B028957
S000B034442,B034442
S004B009624,B009624
S005B024505,B024505
S003B035249,B035249
S006B024528,B024528
S008B039547,B039547
S005B040668,B040668
S003B004054,B004054
S001B039426,B039426
S008B009460,B009460
S000B045694,B045694
S006B018440,B018440
S008B011932,B011932
S001B046081,B046081
S004B018018,B018018
S003B047707,B047707
S001B037317,B037317
S004B018124,B018124
S005B020191,B020191
S009B003584,B003584
S002B023160,B023160
S005B004086,B004086
S002B005933,B005933
S006B047188,B047188
S002B006283,B006283
S008B047095,B047095
S009B050128,B050128
S007B044862,B044862
S002B004114,B004114
S009B018855,B018855
S004B020415,B020415
S002B011144,B011144
S005B001895,B001895
S006B044378,B044378
S000B002767,B002767
S007B031693,B031693
S003B032411,B032411
S003B029513,B029513
S007B040921,B040921
S009B023952,B023952
S008B034160,B034160
S007B008395,B008395
S001B031672,B031672
S004B044833,B044833
S006B037563,B037563
S002B035499,B035499
S007B005396,B005396
S000B027356,B027356
S008B005712,B005712
S004B015069,B015069
S009B020631,B020631
S002B045874,B045874
S002B032578,B032578
S000B004833,B004833
S005B007661,B007661
S003B033169,B033169
S007B047122,B047122
S002B014279,B014279
S001B023524,B023524
S007B021809,B021809
S006B017261,B017261
S008B017662,B017662
S000B037066,B037066
S006B005296,B005296
S007B036833,B036833
S000B019504,B019504
S005B045915,B045915
S005B039740,B039740
S009B041842,B041842
S001B009448,B009448
S007B007012,B007012
S008B036702,B036702
S007B008930,B008930
S009B019504,B019504
S006B022642,B022642
S008B000229,B000229
S005B045896,B045896
S003B032122,B032122
S009B038541,B038541
S004B047223,B047223
S009B037384,B037384
S009B000240,B000240
S005B046260,B046260
S001B036575,B036575
S006B046686,B046686
S007B010075,B010075
S008B035406,B035406
S008B038039,B038039
S001B001055,B001055
S003B049367,B049367
S007B044800,B044800
S002B009184,B009184
S003B027341,B027341
S000B040287,B040287
S008B018351,B018351
S002B023180,B023180
S009B021831,B021831
S009B031299,B031299
S001B002753,B002753
S001B007324,B007324
S002B010223,B010223
S008B043125,B043125
S001B031991,B031991
S003B024340,B024340
S006B018124,B018124
S002B050128,B050128
S007B012190,B012190
S008B014573,B014573
S004B032670,B032670
S001B027214,B027214
S003B005392,B005392
S008B032749,B032749
S007B013088,B013088
S001B040328,B040328
S008B023515,B023515
S003B025975,B025975
S009B000348,B000348
S004B004099,B004099
S007B000733,B000733
S002B007661,B007661
S000B027369,B027369
S005B029812,B029812
S006B001620,B001620
S001B000229,B000229
S001B024792,B024792
S008B020310,B020310
S003B048007,B048007
S004B048672,B048672
S006B002747,B002747
S001B001401,B001401
S003B048033,B048033
S005B032531,B032531
S005B035054,B035054
S004B008168,B008168
S006B021210,B021210
S009B000603,B000603
S007B001522,B001522
S008B027129,B027129
S006B018501,B018501
S006B006084,B006084
S004B026784,B026784
S000B032081,B032081
S001B036636,B036636
S005B031349,B031349
S009B037678,B037678
S001B016834,B016834
S009B035849,B035849
S008B004233,B004233
S008B017275,B017275
S001B025491,B025491
S003B016941,B016941
S009B017275,B017275
S008B026179,B026179
S001B046458,B046458
S003B017319,B017319
S005B037800,B037800
S002B048000,B048000
S005B032706,B032706
S009B042420,B042420
S004B050006,B050006
S007B005377,B005377
S001B023991,B023991
S006B023185,B023185
S001B016941,B016941
S008B045694,B045694
S004B040443,B040443
S006B029313,B029313
S006B028943,B028943
S002B017834,B017834
S008B005738,B005738
S004B016403,B016403
S008B047890,B047890
S007B003911,B003911
S009B020734,B020734
S008B043058,B043058
S003B036775,B036775
S008B040623,B040623
S000B005234,B005234
S004B049865,B049865
S006B003728,B003728
S005B013183,B013183
S000B037556,B037556
S006B044959,B044959
S004B032081,B032081
S008B037800,B037800
S009B024599,B024599
S009B033484,B033484
S008B042029,B042029
S009B024651,B024651
S002B014585,B014585
S008B008213,B008213
S003B016220,B016220
S007B022968,B022968
S005B005435,B005435
S007B028571,B028571
S007B030140,B030140
S008B004076,B004076
S006B004192,B004192
S006B013668,B013668
S000B033169,B033169
S007B010122,B010122
S007B039263,B039263
S005B009145,B009145
S003B039263,B039263
S002B044566,B044566
S000B019494,B019494
S005B049611,B049611
S009B025227,B025227
S008B049204,B049204
S005B007292,B007292
S007B014177,B014177
S006B025358,B025358
S006B029301,B029301
S002B015700,B015700
S000B005978,B005978
S000B049333,B049333
S007B011169,B011169
S000B002163,B002163
S009B040576,B040576
S008B046459,B046459
S004B047028,B047028
S000B035719,B035719
S008B029461,B029461
S006B049176,B049176
S002B039075,B039075
S008B009549,B009549
S005B024707,B024707
S006B036576,B036576
S008B027973,B027973
S005B020908,B020908
S009B005605,B005605
S008B042166,B042166
S005B046832,B046832
S006B038846,B038846
S006B022115,B022115
S000B027626,B027626
S001B049389,B049389
S006B001597,B001597
S006B037490,B037490
S005B037098,B037098
S007B041216,B041216
S006B020538,B020538
S009B000647,B000647
S002B028666,B028666
S002B007465,B007465
S008B039840,B039840
S007B016220,B016220
S000B020532,B020532
S008B019329,B019329
S001B029670,B029670
S008B026096,B026096
S006B046903,B046903
S003B032046,B032046
S005B042143,B042143
S004B032246,B032246
S004B014798,B014798
S009B011553,B011553
S001B025506,B025506
S005B013961,B013961
S009B022663,B022663
S003B035756,B035756
S003B042992,B042992
S002B020386,B020386
S006B007465,B007465
S005B001288,B001288
S003B036134,B036134
S004B026033,B026033
S001B011682,B011682
S008B010909,B010909
S007B031214,B031214
S007B015350,B015350
S005B015876,B015876
S005B002341,B002341
S007B007529,B007529
S009B041110,B041110
S009B001481,B001481
S008B033557,B033557
S001B011861,B011861
S003B015918,B015918
S002B050013,B050013
S004B028532,B028532
S001B043543,B043543
S002B041644,B041644
S009B029116,B029116
S002B039145,B039145
S002B045764,B045764
S005B027536,B027536
S003B040498,B040498
S006B043256,B043256
S009B043592,B043592
S001B005377,B005377
S004B018089,B018089
S004B019410,B019410
S005B038850,B038850
S003B003584,B003584
S005B010845,B010845
S001B024032,B024032
S007B024843,B024843
S004B039145,B039145
S009B009460,B009460
S002B000593,B000593
S000B037749,B037749
S005B006362,B006362
S006B001481,B001481
S007B003875,B003875
S005B027025,B027025
S009B041979,B041979
S003B022869,B022869
S002B027669,B027669
S004B018612,B018612
S007B028453,B028453
S004B035985,B035985
S004B033060,B033060
S002B027645,B027645
S002B025073,B025073
S006B002271,B002271
S006B047905,B047905
S006B011754,B011754
S001B009044,B009044
S006B022527,B022527
S000B047028,B047028
S009B018456,B018456
S007B002767,B002767
S002B009555,B009555
S004B041281,B041281
S006B015433,B015433
S001B025386,B025386
S007B028828,B028828
S005B022383,B022383
S002B022316,B022316
S003B007621,B007621
S007B047101,B047101
S000B021941,B021941
S001B012123,B012123
S007B029208,B029208
S009B028506,B028506
S005B023132,B023132
S002B023634,B023634
S003B009887,B009887
S007B023570,B023570
S006B003776,B003776
S007B035907,B035907
S005B027318,B027318
S005B022378,B022378
S007B013668,B013668
S006B023541,B023541
S002B028950,B028950
S003B017726,B017726
S008B048386,B048386
S008B032211,B032211
S003B041687,B041687
S002B019939,B019939
S003B025791,B025791
S001B041258,B041258
S009B002662,B002662
S006B048007,B048007
S004B034111,B034111
S003B006712,B006712
S000B015311,B015311
S002B024676,B024676
S009B024877,B024877
S007B020092,B020092
S005B027944,B027944
S005B033472,B033472
S001B024019,B024019
S004B028453,B028453
S003B033965,B033965
S009B006944,B006944
S005B027852,B027852
S001B049391,B049391
S007B038384,B038384
S002B035889,B035889
S005B047846,B047846
S007B012796,B012796
S008B026492,B026492
S003B001802,B001802
S006B048171,B048171
S000B035515,B035515
S006B012193,B012193
S009B025710,B025710
S002B032047,B032047
S005B033484,B033484
S007B014899,B014899
S002B021809,B021809
S007B048473,B048473
S004B013639,B013639
S001B049246,B049246
S001B004798,B004798
S002B048367,B048367
S004B035499,B035499
S000B004478,B004478
S002B004375,B004375
S000B036795,B036795
S009B013668,B013668
S009B039671,B039671
S002B021814,B021814
S006B007526,B007526
S001B006789,B006789
S008B005959,B005959
S005B003107,B003107
S005B002163,B002163
S002B001208,B001208
S007B023620,B023620
S002B002394,B002394
S008B017319,B017319
S001B042051,B042051
S008B039851,B039851
S000B020310,B020310
S008B020779,B020779
S001B033029,B033029
S005B016220,B016220
S003B033627,B033627
S002B045269,B045269
S007B019280,B019280
S004B007950,B007950
S001B009720,B009720
S003B013797,B013797
S009B015890,B015890
S003B032194,B032194
S007B017346,B017346
S007B023770,B023770
S002B034434,B034434
S001B029054,B029054
S007B006024,B006024
S001B010898,B010898
S007B018051,B018051
S002B007205,B007205
S008B044678,B044678
S000B014177,B014177
S007B006016,B006016
S007B020323,B020323
S002B023966,B023966
S003B031214,B031214
S003B048248,B048248
S000B012435,B012435
S005B008483,B008483
S001B002157,B002157
S001B006452,B006452
S006B023438,B023438
S007B028730,B028730
S009B005599,B005599
S008B012506,B012506
S005B008930,B008930
S001B031555,B031555
S003B015543,B015543
S000B001106,B001106
S006B040697,B040697
S001B018803,B018803
S005B040169,B040169
S006B015469,B015469
S009B018406,B018406
S007B039693,B039693
S007B038007,B038007
S000B023986,B023986
S007B027852,B027852
S005B032545,B032545
S005B012862,B012862
S005B037248,B037248
S008B031299,B031299
S003B008836,B008836
S008B041491,B041491
S002B000519,B000519
S000B029615,B029615
S009B035249,B035249
S006B019774,B019774
S004B029116,B029116
S000B020864,B020864
S001B005390,B005390
S000B037178,B037178
S001B030558,B030558
S004B008315,B008315
S002B045555,B045555
S001B039540,B039540
S007B046036,B046036
S004B013460,B013460
S007B043887,B043887
S008B012190,B012190
S002B036346,B036346
S007B002116,B002116
S008B030045,B030045
S001B002742,B002742
S005B026470,B026470
S004B039693,B039693
S009B036795,B036795
S005B042802,B042802
S004B029856,B029856
S005B008792,B008792
S007B004608,B004608
S008B008919,B008919
S005B006944,B006944
S005B011090,B011090
S009B027403,B027403
S004B040836,B040836
S006B036479,B036479
S002B034963,B034963
S002B047794,B047794
S008B028191,B028191
S007B016640,B016640
S005B047282,B047282
S009B028801,B028801
S006B045766,B045766
S007B004192,B004192
S001B022312,B022312
S000B029461,B029461
S004B043693,B043693
S006B042246,B042246
S000B005842,B005842
S001B033624,B033624
S006B021974,B021974
S002B033169,B033169
S003B017172,B017172
S007B046697,B046697
S001B012976,B012976
S005B021435,B021435
S004B031442,B031442
S004B032323,B032323
S002B021941,B021941
S004B036542,B036542
S009B001938,B001938
S006B010075,B010075
S002B022456,B022456
S006B013895,B013895
S008B046284,B046284
S000B033992,B033992
S007B006362,B006362
S000B002157,B002157
S004B043845,B043845
S006B005827,B005827
S007B049749,B049749
S007B029987,B029987
S001B000012,B000012
S004B048835,B048835
S009B042658,B042658
S005B041774,B041774
S001B000267,B000267
S000B011293,B011293
S009B014609,B014609
S002B042216,B042216
S005B036146,B036146
S005B014171,B014171
S008B014681,B014681
S001B013771,B013771
S006B017961,B017961
S007B049389,B049389
S009B046686,B046686
S004B004192,B004192
S000B026212,B026212
S006B027669,B027669
S009B035177,B035177
S000B043878,B043878
S007B046329,B046329
S001B027872,B027872
S007B029225,B029225
S006B041653,B041653
S002B009283,B009283
S003B007661,B007661
S003B029461,B029461
S001B007509,B007509
S000B048453,B048453
S000B022968,B022968
S004B002742,B002742
S004B044336,B044336
S002B005605,B005605
S006B019759,B019759
S009B015444,B015444
S005B029461,B029461
S000B042074,B042074
S005B001481,B001481
S005B035151,B035151
S006B017391,B017391
S000B032126,B032126
S006B043377,B043377
S006B020037,B020037
S002B040971,B040971
S009B031991,B031991
S005B036978,B036978
S009B006263,B006263
S008B021001,B021001
S000B034351,B034351
S008B042802,B042802
S008B040576,B040576
S007B013178,B013178
S004B030385,B030385
S008B043693,B043693
S008B049583,B049583
S006B017726,B017726
S004B012654,B012654
S003B017767,B017767
S002B044691,B044691
S000B027051,B027051
S006B048532,B048532
S005B006391,B006391
S009B013180,B013180
S006B003179,B003179
S009B033624,B033624
S008B000664,B000664
S005B042394,B042394
S006B031693,B031693
S002B048554,B048554
S002B016999,B016999
S003B042568,B042568
S002B027783,B027783
S008B015444,B015444
S004B007241,B007241
S002B038285,B038285
S005B039145,B039145
S007B044166,B044166
S003B028397,B028397
S002B014592,B014592
S006B033992,B033992
S007B033985,B033985
S009B004127,B004127
S002B043467,B043467
S006B040367,B040367
S003B049235,B049235
S008B000419,B000419
S000B041025,B041025
S009B032246,B032246
S004B026669,B026669
S009B030740,B030740
S009B046393,B046393
S009B030553,B030553
S000B004142,B004142
S008B002536,B002536
S002B006496,B006496
S007B032545,B032545
S000B043083,B043083
S003B024389,B024389
S003B003159,B003159
S007B040726,B040726
S004B020779,B020779
S009B010909,B010909
S008B016389,B016389
S006B003826,B003826
S004B002176,B002176
S001B001394,B001394
S003B008168,B008168
S006B044618,B044618
S005B027469,B027469
S007B046058,B046058
S004B040717,B040717
S002B042771,B042771
S000B008004,B008004
S007B006712,B006712
S003B007509,B007509
S001B010124,B010124
S003B004551,B004551
S006B003863,B003863
S009B038850,B038850
S000B039075,B039075
S004B007526,B007526
S003B027731,B027731
S002B045027,B045027
S002B040442,B040442
S006B001019,B001019
S003B009525,B009525
S005B017396,B017396
S007B043931,B043931
S009B039730,B039730
S008B022107,B022107
S000B037810,B037810
S005B024651,B024651
S005B017821,B017821
S005B035203,B035203
S000B029054,B029054
S003B025386,B025386
S006B007318,B007318
S006B030023,B030023
S004B039335,B039335
S008B028308,B028308
S005B011144,B011144
S003B013520,B013520
S007B024015,B024015
S004B013180,B013180
S007B035798,B035798
S005B027588,B027588
S001B005296,B005296
S000B022456,B022456
S000B043608,B043608
S000B021974,B021974
S009B013295,B013295
S002B030629,B030629
S008B037382,B037382
S003B041842,B041842
S009B048701,B048701
S009B047266,B047266
S007B049391,B049391
S008B042691,B042691
S006B012506,B012506
S007B017662,B017662
S009B047049,B047049
S001B006395,B006395
S005B016509,B016509
S001B006633,B006633
S007B011610,B011610
S000B036479,B036479
S005B047955,B047955
S006B037243,B037243
S009B039923,B039923
S009B022332,B022332
S006B033472,B033472
S000B029891,B029891
S007B001680,B001680
S000B012555,B012555
S005B016640,B016640
S003B016146,B016146
S007B004172,B004172
S003B049010,B049010
S002B046216,B046216
S005B006669,B006669
S005B013261,B013261
S005B003319,B003319
S005B011066,B011066
S003B023979,B023979
S004B028801,B028801
S002B048233,B048233
S004B036860,B036860
S004B001899,B001899
S001B020740,B020740
S008B047299,B047299
S002B000640,B000640
S000B018192,B018192
S008B006648,B006648
S009B007271,B007271
S009B036575,B036575
S005B035312,B035312
S004B023515,B023515
S001B011830,B011830
S002B032985,B032985
S003B003382,B003382
S005B046697,B046697
S008B000603,B000603
S004B006430,B006430
S001B030869,B030869
S008B028299,B028299
S002B008834,B008834
S006B014950,B014950
S005B049941,B049941
S003B048453,B048453
S003B046693,B046693
S004B001023,B001023
S001B017021,B017021
S008B037678,B037678
S008B025725,B025725
S003B005695,B005695
S003B045293,B045293
S003B023998,B023998
S000B006862,B006862
S000B006430,B006430
S005B021042,B021042
S006B042214,B042214
S002B011792,B011792
S009B015670,B015670
S007B018783,B018783
S004B039845,B039845
S007B008315,B008315
S005B002058,B002058
S006B041111,B041111
S000B019107,B019107
S002B015661,B015661
S006B035810,B035810
S009B004001,B004001
S000B045342,B045342
S007B041491,B041491
S007B048122,B048122
S006B024501,B024501
S002B023991,B023991
S009B023011,B023011
S001B049611,B049611
S004B014660,B014660
S008B032162,B032162
S008B039923,B039923
S007B047846,B047846
S002B040095,B040095
S009B025609,B025609
S001B023564,B023564
S008B008001,B008001
S007B033498,B033498
S006B050330,B050330
S006B024266,B024266
S003B039923,B039923
S001B047766,B047766
S005B017446,B017446
S000B002150,B002150
S001B031850,B031850
S002B044653,B044653
S006B009446,B009446
S002B039420,B039420
S000B006852,B006852
S000B046036,B046036
S003B000892,B000892
S001B049565,B049565
S004B024019,B024019
S008B041534,B041534
S003B005318,B005318
S001B048114,B048114
S000B006062,B006062
S005B049296,B049296
S008B027783,B027783
S005B033047,B033047
S009B013843,B013843
S009B046832,B046832
S009B033985,B033985
S000B020231,B020231
S009B006749,B006749
S009B022550,B022550
S002B029906,B029906
S009B037706,B037706
S007B017391,B017391
S007B000106,B000106
S001B009220,B009220
S009B037771,B037771
S007B037640,B037640
S009B033590,B033590
S007B048746,B048746
S008B006514,B006514
S001B039325,B039325
S006B020323,B020323
S005B041613,B041613
S003B017961,B017961
S000B013549,B013549
S006B007186,B007186
S000B026167,B026167
S006B032993,B032993
S001B005514,B005514
S002B005668,B005668
S005B034432,B034432
S001B019863,B019863
S003B027593,B027593
S003B037436,B037436
S000B020037,B020037
S006B019988,B019988
S007B011830,B011830
S000B039845,B039845
S001B001540,B001540
S009B032587,B032587
S008B020539,B020539
S002B009044,B009044
S005B017955,B017955
S003B018124,B018124
S004B008114,B008114
S006B019585,B019585
S002B046756,B046756
S005B007663,B007663
S009B032870,B032870
S001B005703,B005703
S006B049328,B049328
S006B035360,B035360
S008B045013,B045013
S001B027481,B027481
S001B031299,B031299
S008B010867,B010867
S007B009770,B009770
S000B003664,B003664
S006B040174,B040174
S008B015306,B015306
S004B013629,B013629
S009B035804,B035804
S003B035105,B035105
S001B026844,B026844
S006B002379,B002379
S004B010575,B010575
S006B008483,B008483
S002B048583,B048583
S001B007663,B007663
S006B018620,B018620
S000B034808,B034808
S000B005390,B005390
S005B014167,B014167
S006B018406,B018406
S000B039693,B039693
S001B010958,B010958
S008B018021,B018021
S004B045599,B045599
S004B010867,B010867
S009B048746,B048746
S005B040259,B040259
S004B023446,B023446
S005B022107,B022107
S000B004798,B004798
S008B031064,B031064
S007B047705,B047705
S003B002767,B002767
S009B035377,B035377
S008B007733,B007733
S009B048367,B048367
S006B001613,B001613
S000B041826,B041826
S001B020908,B020908
S005B000348,B000348
S007B003863,B003863
S003B009540,B009540
S000B007644,B007644
S001B003826,B003826
S004B020167,B020167
S005B040268,B040268
S005B001522,B001522
S005B044959,B044959
S006B035054,B035054
S004B050029,B050029
S005B022122,B022122
S008B041508,B041508
S002B002929,B002929
S005B036691,B036691
S003B020847,B020847
S005B009588,B009588
S001B039356,B039356
S009B035889,B035889
S005B038854,B038854
S007B012974,B012974
S001B026881,B026881
S008B012355,B012355
S009B003101,B003101
S009B010867,B010867
S003B038986,B038986
S003B003798,B003798
S000B046868,B046868
S001B047277,B047277
S005B049367,B049367
S008B024843,B024843
S005B039671,B039671
S005B044766,B044766
S008B048465,B048465
S001B024389,B024389
S001B031858,B031858
S009B017791,B017791
S005B046432,B046432
S002B003543,B003543
S004B016043,B016043
S008B027536,B027536
S002B010693,B010693
S007B045995,B045995
S009B008859,B008859
S008B037640,B037640
S003B048827,B048827
S006B046832,B046832
S007B003584,B003584
S002B019585,B019585
S007B017319,B017319
S001B048746,B048746
S005B018021,B018021
S003B002675,B002675
S004B005599,B005599
S007B009710,B009710
S002B047970,B047970
S007B045733,B045733
S000B024066,B024066
S006B037317,B037317
S009B025322,B025322
S001B019670,B019670
S009B015277,B015277
S006B047645,B047645
S003B037749,B037749
S002B045201,B045201
S008B048305,B048305
S005B017505,B017505
S005B017834,B017834
S006B048521,B048521
S004B024599,B024599
S002B014699,B014699
S007B003758,B003758
S003B033518,B033518
S007B005754,B005754
S004B042802,B042802
S001B032587,B032587
S001B042203,B042203
S002B025891,B025891
S008B015876,B015876
S000B001582,B001582
S007B027093,B027093
S008B043949,B043949
S002B040443,B040443
S001B007241,B007241
S006B018398,B018398
S004B028463,B028463
S001B047088,B047088
S004B041311,B041311
S009B040904,B040904
S008B009359,B009359
S009B043583,B043583
S008B009220,B009220
S009B019981,B019981
S008B014432,B014432
S006B003664,B003664
S001B012340,B012340
S008B024707,B024707
S008B027304,B027304
S009B018612,B018612
S001B032236,B032236
S009B047381,B047381
S001B002150,B002150
S000B015876,B015876
S000B044166,B044166
S005B043778,B043778
S002B036751,B036751
S005B028668,B028668
S008B039145,B039145
S005B007293,B007293
S008B011770,B011770
S000B009934,B009934
S004B038541,B038541
S007B036254,B036254
S003B018021,B018021
S006B046080,B046080
S001B006590,B006590
S006B022361,B022361
S006B028191,B028191
S006B044565,B044565
S007B023634,B023634
S004B027304,B027304
S005B042117,B042117
S001B038979,B038979
S008B017836,B017836
S003B003107,B003107
S009B005377,B005377
S000B023966,B023966
S003B025552,B025552
S003B028068,B028068
S002B046757,B046757
S009B022626,B022626
S009B012742,B012742
S005B045986,B045986
S008B008568,B008568
S009B020867,B020867
S001B000733,B000733
S001B006072,B006072
S006B011090,B011090
S004B037178,B037178
S007B047383,B047383
S002B035907,B035907
S003B006590,B006590
S004B020360,B020360
S006B004795,B004795
S008B015974,B015974
S003B022441,B022441
S009B043608,B043608
S008B047981,B047981
S008B010988,B010988
S007B014950,B014950
S003B036052,B036052
S004B007815,B007815
S000B020108,B020108
S007B046832,B046832
S001B044697,B044697
S007B037749,B037749
S009B048465,B048465
S006B017384,B017384
S009B004863,B004863
S009B019829,B019829
S008B004172,B004172
S001B041461,B041461
S001B020267,B020267
S002B041100,B041100
S002B010400,B010400
S001B019479,B019479
S008B007815,B007815
S005B016122,B016122
S007B021552,B021552
S001B040644,B040644
S004B032264,B032264
S003B048333,B048333
S005B028506,B028506
S005B041321,B041321
S004B008001,B008001
S008B047817,B047817
S000B007643,B007643
S000B032531,B032531
S007B046299,B046299
S001B030821,B030821
S000B039923,B039923
S008B017834,B017834
S001B045741,B045741
S005B050302,B050302
S005B022550,B022550
S004B012435,B012435
S000B007151,B007151
S001B036708,B036708
S009B021974,B021974
S001B036268,B036268
S009B043501,B043501
S002B004513,B004513
S002B038850,B038850
S006B043430,B043430
S002B000450,B000450
S008B045089,B045089
S002B009770,B009770
S008B027183,B027183
S000B002687,B002687
S000B040735,B040735
S004B029655,B029655
S001B023770,B023770
S008B023842,B023842
S003B047249,B047249
S009B013232,B013232
S004B024164,B024164
S002B044678,B044678
S003B026012,B026012
S003B041889,B041889
S004B047302,B047302
S008B032281,B032281
S008B042085,B042085
S005B044101,B044101
S001B017930,B017930
S005B007621,B007621
S006B013183,B013183
S003B007846,B007846
S001B019666,B019666
S005B013338,B013338
S003B039693,B039693
S003B004773,B004773
S005B032670,B032670
S000B004264,B004264
S009B042216,B042216
S001B024682,B024682
S006B037382,B037382
S008B039864,B039864
S009B014837,B014837
S008B042685,B042685
S000B047172,B047172
S007B042691,B042691
S005B005703,B005703
S007B014824,B014824
S000B044974,B044974
S007B040735,B040735
S000B043038,B043038
S000B032545,B032545
S001B022521,B022521
S000B018620,B018620
