y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,-3.915,2.246,-3.273,-3.831,-1.873,4.197,4.006,-0.363,0.415,-1.163
1.0,0.513,-1.231,-1.763,3.53,-0.076,3.749,0.328,2.844,-4.827,-2.724
0.0,-0.245,-3.267,-0.068,-0.868,-1.074,-0.721,0.519,2.2,0.132,3.513
1.0,-6.57,3.807,-3.789,1.158,2.886,0.791,2.33,5.109,-1.0,-2.264
1.0,0.606,1.496,-0.671,4.81,0.69,-1.018,-2.429,0.241,-0.027,-4.32
0.0,-2.817,-1.816,-0.54,-0.241,-0.851,1.934,1.975,-2.091,2.554,-4.593
0.0,-0.082,-0.678,-4.93,-0.286,-5.391,1.471,3.452,-5.39,-1.145,-0.522
2.0,-1.961,0.552,-0.577,-2.329,-0.317,0.021,2.279,-0.58,-1.922,-5.049
0.0,-2.308,-0.034,-5.925,-1.613,-0.214,4.429,6.097,-1.747,-0.469,-2.026
1.0,-3.553,0.716,-3.912,0.811,-1.349,-1.472,-2.352,2.982,-0.543,-1.175
0.0,2.421,2.297,0.191,2.45,-2.36,-3.028,1.896,2.5,0.398,-2.204
2.0,3.082,-1.025,-2.282,-2.118,1.128,3.872,-3.429,3.055,-0.947,-3.14
2.0,3.183,0.573,0.719,-0.919,0.534,-5.544,-1.805,6.101,2.722,1.07
0.0,2.119,-2.123,-4.8,-3.151,0.71,1.032,2.779,0.592,-0.816,2.838
0.0,-2.832,-1.751,-1.919,1.707,-1.696,0.337,0.812,3.686,1.865,3.438
0.0,-2.421,-0.978,-4.406,1.174,-3.156,-0.324,-0.174,3.004,-1.182,1.506
2.0,1.576,-1.836,-3.771,3.811,-2.922,0.883,-1.556,1.105,0.557,4.669
0.0,0.707,1.592,-0.075,5.865,2.311,1.534,-1.968,1.641,-0.418,1.949
0.0,-3.952,0.429,-1.145,-2.421,-3.631,3.431,2.933,-1.97,1.568,-2.225
0.0,-2.054,-0.208,0.082,0.692,-1.772,0.165,0.73,2.653,-0.008,2.228
1.0,-0.432,-0.708,-1.546,2.461,1.136,1.441,-2.23,-0.377,-1.512,-1.624
0.0,-1.242,-0.524,-5.046,-2.016,1.284,2.013,3.528,-0.198,0.781,1.642
2.0,3.875,-0.123,-5.321,-4.243,-0.466,2.664,-0.812,2.607,-3.235,-2.215
0.0,1.673,4.045,-2.311,3.972,-1.771,-1.453,1.859,0.931,-1.995,-3.449
2.0,-0.42,-1.029,-1.547,-2.666,-2.12,-2.82,1.174,0.554,3.004,5.66
1.0,-2.43,0.663,0.979,0.527,-3.428,1.084,-3.738,-2.164,-1.433,-0.948
1.0,-2.324,-0.689,-1.415,0.765,-2.823,1.026,-2.293,-3.01,-0.406,0.296
1.0,-4.454,5.069,-0.422,0.412,1.263,-0.503,0.376,4.696,-2.843,-1.443
2.0,-0.53,0.851,-1.579,3.305,-4.982,-2.093,-0.308,1.156,-1.037,2.201
0.0,0.697,0.207,-0.41,2.6,3.441,-1.542,2.151,-0.253,-1.819,2.008
0.0,-0.34,0.532,-3.215,-4.9,2.227,0.79,2.751,1.602,0.182,-2.447
0.0,-3.817,-0.297,0.685,-3.209,2.283,1.279,-0.127,2.658,1.658,-5.302
1.0,-1.888,-1.163,0.001,2.611,-0.398,1.561,-0.457,-2.61,-1.905,-3.045
2.0,0.014,0.107,-1.17,-0.289,-1.035,-3.195,2.666,1.052,-1.003,-1.21
0.0,-1.386,-3.207,-0.354,-1.278,-3.484,5.185,3.338,-2.895,2.443,-3.339
2.0,-0.264,-0.265,-0.719,0.096,-2.547,-2.685,1.927,5.292,-0.289,0.923
0.0,-1.561,-0.03,-4.719,0.943,0.204,-2.316,-0.5,2.294,-2.878,-1.667
0.0,2.294,0.979,-1.684,4.446,-2.82,-0.115,0.209,2.653,-0.082,-0.825
0.0,-0.784,-2.108,-4.287,-0.958,-3.306,0.916,3.366,-2.588,-1.666,0.49
0.0,0.503,1.809,0.374,5.01,-1.234,-1.151,1.679,1.644,1.13,0.647
2.0,3.199,-2.931,-8.021,-2.761,3.484,0.072,1.088,0.463,-4.412,-4.263
2.0,0.536,0.55,1.176,-2.751,1.874,3.507,-1.022,2.856,0.336,-1.13
1.0,-0.185,-1.851,-0.519,0.881,-0.618,-0.412,-1.036,-2.651,-0.691,-0.38
2.0,3.911,-1.98,-3.655,2.553,-0.692,0.274,3.716,-0.179,6.357,2.818
0.0,0.242,-3.111,-3.355,0.222,-0.856,0.077,1.071,-2.567,1.332,1.771
1.0,-1.053,-0.155,-3.981,0.72,1.591,2.147,-1.412,0.021,-1.234,0.083
0.0,-0.138,-4.739,-0.866,-2.697,-0.371,2.085,1.064,-0.902,3.69,2.661
2.0,5.227,-4.826,-4.257,-1.59,2.254,-0.591,-2.411,2.434,-1.437,1.5
0.0,-1.808,-2.016,-2.335,-0.709,-4.06,2.783,1.597,-2.883,0.846,0.41
0.0,-1.655,-2.789,-1.13,-2.667,1.28,1.775,0.4,0.643,2.469,-1.612
1.0,-4.248,-0.126,1.304,3.91,0.017,-2.09,1.304,-5.725,1.255,-2.289
1.0,2.453,-0.466,0.515,0.681,-1.499,-4.185,1.069,2.894,0.395,0.109
0.0,0.132,0.047,-3.944,-3.054,-0.231,2.4,3.94,0.171,-1.346,-2.462
2.0,1.021,-0.707,-2.43,-1.304,-0.253,1.192,-2.029,0.695,-3.097,-2.678
0.0,3.39,0.677,-0.084,1.338,-2.976,-3.375,3.359,1.098,-0.404,-2.192
0.0,-1.444,-4.751,1.804,0.289,-0.793,-0.2,-1.741,-2.643,4.814,-3.067
0.0,3.969,5.241,-1.342,3.481,-0.025,-1.351,-0.014,0.246,-4.225,-5.045
1.0,-0.006,1.699,-2.329,2.444,1.228,0.252,-0.755,1.16,-2.809,0.009
1.0,0.09,5.427,-1.607,4.892,1.196,-0.461,0.038,-1.514,1.778,-3.521
2.0,3.891,-2.154,1.251,3.217,2.028,-2.974,2.628,3.306,2.513,-1.047
1.0,-1.831,7.648,0.953,1.698,1.972,3.321,3.076,2.424,0.319,-5.181
1.0,-3.095,1.188,-6.589,2.685,2.446,-0.303,-0.359,1.483,0.276,-0.751
0.0,-0.244,0.842,-3.071,-3.838,-2.327,2.826,3.173,-1.335,1.1,0.682
0.0,3.797,2.057,-1.645,-0.542,-3.89,-2.765,1.454,0.981,-2.909,-4.488
1.0,-1.901,1.644,-1.669,0.293,2.149,2.385,-2.737,2.988,-2.185,-0.856
2.0,3.465,-3.637,-3.809,-1.4,2.121,-0.367,-1.92,1.806,-0.104,-3.138
2.0,0.289,-3.26,-0.728,-1.369,3.638,0.167,-0.506,0.823,-2.218,-2.966
2.0,0.21,0.61,-0.857,0.75,-3.058,-3.445,0.789,0.93,-0.546,1.099
2.0,0.919,2.643,-2.912,-0.827,0.662,2.27,-0.807,0.751,-1.167,1.262
2.0,0.002,-1.854,-1.59,2.363,1.939,-1.109,-0.262,1.216,0.069,1.95
0.0,0.133,0.835,-0.721,1.362,-3.462,-1.412,2.477,2.218,0.183,-0.447
2.0,3.119,-1.28,-0.814,2.607,0.866,-2.201,0.98,1.026,0.824,-0.516
2.0,-0.42,2.182,-0.155,-2.805,1.043,2.282,-2.003,2.495,1.554,-2.363
2.0,1.182,-2.007,-2.169,0.212,0.771,-1.417,-0.63,1.221,1.202,2.519
0.0,3.043,-2.602,-0.917,0.015,-2.936,-1.326,3.817,0.983,0.05,0.228
1.0,-3.55,1.182,-0.116,0.843,0.854,-1.156,-3.77,-4.734,3.05,-2.638
1.0,-5.187,6.212,-5.584,-0.05,0.037,1.934,4.279,4.443,2.976,-5.117
1.0,1.428,1.471,-0.645,3.123,0.321,3.182,-0.731,-2.11,1.801,-3.591
2.0,2.73,0.097,-1.347,-0.056,-1.19,-3.271,2.809,4.633,2.665,1.937
1.0,-1.526,-1.532,-0.699,2.886,0.394,0.927,-1.223,-2.057,-0.424,0.495
2.0,1.265,0.91,1.457,-2.506,0.353,4.15,-0.311,2.54,-1.569,-0.795
0.0,0.446,-4.298,0.407,-1.195,-1.211,0.512,-0.031,-2.322,2.723,-3.743
2.0,1.671,-0.444,-2.159,-1.995,1.445,1.643,0.226,1.461,-0.526,-0.693
2.0,3.877,-1.354,-4.245,-1.441,-0.139,1.949,-1.972,1.732,-1.808,-2.192
1.0,-1.893,1.712,-0.61,2.579,0.542,1.464,-0.141,3.339,1.035,-2.931
1.0,-3.224,1.445,-3.17,1.384,4.04,0.295,-0.403,1.906,-4.975,-1.957
0.0,2.681,4.21,-2.21,5.738,-1.533,-0.148,0.642,1.448,-2.549,-3.566
2.0,0.926,-2.653,1.205,-0.307,2.297,0.323,-1.599,1.453,0.468,-2.775
0.0,-3.717,-1.182,0.391,-1.105,-2.224,4.339,2.068,0.038,1.789,-2.649
1.0,-2.941,-0.077,-2.254,1.178,-4.063,2.357,-0.847,-3.716,-1.308,-1.842
1.0,-2.434,-6.738,-2.089,2.191,-5.026,2.01,-0.862,1.99,-5.143,-4.227
0.0,1.185,3.934,-4.474,1.699,-1.07,-1.101,-1.855,1.428,-4.507,-4.15
2.0,-1.433,-3.26,-1.375,-1.423,3.225,-1.768,0.64,-0.586,-2.5,-3.702
2.0,0.993,0.994,-0.31,1.426,-1.518,-4.24,0.068,1.56,-0.96,0.583
2.0,0.718,0.105,-1.435,0.533,-2.829,-2.994,2.773,-0.492,1.111,2.98
2.0,2.126,-2.89,-2.661,0.896,1.26,-0.194,1.252,1.741,2.314,0.692
2.0,2.188,-2.69,-1.333,2.054,-3.108,-0.674,2.681,0.368,2.49,1.356
1.0,-2.529,2.768,-4.282,1.52,0.628,0.182,0.527,0.947,0.137,-2.258
0.0,-0.234,-1.97,-1.028,1.584,1.681,0.62,-1.815,1.921,-1.964,3.562
0.0,4.925,3.835,-3.705,3.77,0.255,0.328,3.2,-2.543,-5.478,-4.953
1.0,-0.779,0.463,0.033,0.573,0.555,-1.603,-1.321,-1.904,0.279,-4.856
1.0,-1.845,0.663,0.466,1.456,1.849,-1.473,-0.352,-4.025,2.052,-1.357
1.0,-1.829,-6.961,-4.265,1.918,-0.374,2.274,-0.814,-2.824,-1.72,2.254
0.0,-2.767,0.245,-0.705,-2.088,1.56,1.162,0.785,1.185,1.155,-6.298
1.0,-1.475,-2.184,-0.658,-0.573,-3.747,-0.89,-1.061,-3.784,-1.169,-2.591
2.0,-0.464,0.907,-0.94,3.923,-5.478,-2.224,2.688,3.22,-0.785,2.255
1.0,-3.103,4.213,-1.456,1.241,2.182,0.718,-0.398,2.857,-2.316,-3.138
1.0,2.319,-3.859,-4.167,-0.055,-2.918,3.436,-1.527,1.844,-4.551,-0.164
0.0,-5.565,0.929,1.28,-2.252,-0.627,0.345,-0.692,0.412,3.587,-1.341
1.0,-3.228,-1.905,0.446,2.311,-1.868,0.356,-2.101,-0.778,-1.548,-3.299
2.0,1.039,-1.284,-4.057,3.993,-3.852,0.987,-3.032,2.507,0.749,4.145
1.0,1.992,5.141,4.044,4.02,-0.543,2.715,-1.275,1.308,2.606,-5.362
1.0,-1.905,2.566,-0.493,1.357,0.972,-0.165,-2.851,1.78,-2.802,-2.109
0.0,2.577,2.433,-3.997,1.217,0.317,-0.89,0.617,0.058,-5.111,-3.315
2.0,2.511,-2.377,-0.485,3.012,-0.03,-1.212,0.407,3.152,1.075,-1.632
0.0,-3.508,-1.466,-2.314,-0.57,-3.155,1.827,2.919,-2.569,0.786,-0.102
2.0,1.942,-2.5,-1.653,3.959,-0.579,-0.047,1.742,2.767,3.693,4.003
2.0,1.944,-1.638,-1.36,-2.812,-0.434,0.592,-0.63,1.747,-2.02,-1.245
1.0,0.108,-1.766,-1.585,1.981,1.963,1.462,-3.119,0.035,-2.664,-0.2
2.0,4.307,-3.048,-1.553,2.811,0.594,-0.581,3.021,3.277,3.639,-0.048
1.0,-3.481,-0.831,-1.581,1.312,-2.741,1.559,-2.097,-3.031,-0.072,-2.742
2.0,-0.522,-1.382,-1.233,1.848,-2.546,-1.472,1.155,-0.722,-1.623,2.143
2.0,0.387,-2.713,-1.567,-2.099,-0.648,-1.318,-2.288,0.761,-2.18,-3.506
0.0,0.24,-0.307,-4.164,-1.642,-0.787,5.189,4.827,-2.0,1.306,-2.511
1.0,0.157,0.647,-2.019,3.136,0.801,-1.102,-0.442,2.963,-1.026,-3.87
1.0,0.927,6.032,1.238,3.867,-0.806,1.601,1.446,2.981,4.45,-6.67
2.0,4.505,-2.181,-3.352,1.509,0.61,-0.461,3.897,1.734,4.73,3.36
1.0,2.455,1.903,1.856,3.911,0.727,2.888,-2.192,0.653,1.624,-3.904
0.0,1.282,3.746,-1.112,4.236,-0.456,-1.17,3.77,-0.488,-1.748,-2.249
0.0,3.622,0.444,-0.678,0.758,-2.333,-0.819,3.132,1.655,0.684,-1.695
2.0,-1.319,0.386,-1.812,0.205,2.491,-0.968,-0.904,-0.395,0.987,-0.136
0.0,-2.681,1.037,-4.141,-3.118,-2.28,5.08,5.298,-1.399,-0.562,-3.597
2.0,-1.059,-0.674,1.308,-0.808,1.777,1.182,1.371,-0.155,-3.228,-1.436
1.0,-5.638,3.642,-3.704,1.712,0.859,-1.932,-2.156,2.081,-1.54,-0.707
2.0,-1.733,-2.518,0.515,-0.096,2.788,-0.142,0.965,-1.049,-3.372,-3.352
2.0,-0.032,-1.59,-0.2,0.659,1.058,0.382,-4.404,0.758,0.096,-0.35
2.0,2.1,-0.55,-1.65,1.968,1.959,2.309,-4.642,1.303,1.622,0.072
2.0,3.724,-1.942,-4.214,-3.009,1.589,1.379,-0.658,2.371,-1.559,-3.191
2.0,-0.252,-1.719,-1.945,0.738,-1.577,-0.974,0.16,0.234,0.09,1.882
0.0,-1.436,-3.388,-1.01,-0.436,-1.871,2.063,2.141,-3.094,2.926,-2.859
2.0,-0.613,-3.901,-1.342,0.748,2.737,-1.375,-1.909,-0.696,-1.452,-2.751
0.0,-3.538,0.751,-2.655,-2.35,-1.088,2.075,2.491,-0.123,0.545,0.653
1.0,-0.49,-0.693,-3.11,4.932,0.18,-1.896,-2.771,0.558,1.191,-1.272
1.0,-0.988,-5.26,-2.795,2.45,-0.796,0.082,0.723,-3.002,-0.529,2.409
0.0,-0.309,-2.657,-1.053,0.906,-3.536,0.955,1.086,-3.005,0.085,-3.049
2.0,4.031,-2.489,-1.216,2.81,-0.056,-0.928,-0.767,4.764,2.175,-0.323
0.0,-0.808,1.694,-6.226,5.204,-2.026,1.267,2.193,0.416,-0.423,-1.227
0.0,-0.163,1.152,2.213,3.455,-0.28,-0.806,-1.399,3.762,1.015,1.875
2.0,2.319,-1.379,0.488,4.875,0.434,-1.784,1.567,7.652,0.348,-1.909
0.0,0.728,-5.209,0.92,-0.669,0.628,0.057,-2.864,0.792,-3.508,-3.225
2.0,1.379,-3.456,0.652,-1.411,1.858,1.906,-3.476,2.219,-2.071,-1.467
1.0,-1.785,4.325,2.638,-0.676,4.759,7.178,-0.17,3.671,-3.528,-1.918
0.0,-2.236,-3.545,-0.958,1.709,-4.605,4.148,1.993,-3.088,1.268,0.201
1.0,-2.632,3.27,0.579,3.471,2.525,-0.313,-1.192,-3.002,2.375,-2.54
0.0,-0.167,-1.315,-1.929,-0.614,-6.883,2.777,1.99,-2.948,-1.464,1.024
0.0,0.967,0.13,-2.591,2.167,-0.162,-0.152,1.188,-0.082,-3.337,0.102
0.0,-3.294,-1.872,1.987,-0.468,1.254,-1.279,-2.026,1.312,2.528,-4.581
1.0,-3.368,-2.914,-2.067,2.795,-0.444,2.661,-1.051,-0.301,-2.178,-3.517
1.0,0.73,-0.363,-1.351,0.062,-1.729,1.594,-1.716,0.224,-2.484,-3.123
0.0,-2.964,1.237,-3.114,-2.538,-2.955,5.517,5.853,-2.755,2.23,-1.254
2.0,2.14,-1.426,-0.798,-0.905,-1.967,-2.737,4.618,0.195,2.019,-1.356
1.0,-5.272,0.263,2.065,1.26,-2.079,-0.52,-3.824,-3.464,0.043,-4.827
1.0,1.928,1.066,0.064,2.25,1.146,-1.163,-0.836,1.052,-4.118,-3.288
1.0,-1.634,-5.273,-5.254,1.829,-6.86,7.166,-1.645,-2.173,-5.079,0.522
1.0,-2.102,-2.18,-3.482,-0.185,-3.858,3.438,-3.473,-2.114,-1.469,0.458
0.0,-1.73,-2.711,-0.637,-2.257,-0.665,-1.698,-2.257,-0.829,1.681,-0.909
2.0,3.153,-4.993,-1.895,-0.343,0.348,0.166,-1.649,0.024,0.555,-0.632
0.0,-1.609,-0.824,-2.003,-3.086,0.507,4.232,2.0,0.497,2.413,-0.904
2.0,1.619,-2.026,-3.07,-3.089,-1.065,1.001,-0.533,0.795,-5.446,-2.496
1.0,0.604,-7.735,-8.841,-3.276,-5.925,4.247,-5.552,1.551,-1.944,0.978
1.0,-1.389,-3.929,-2.926,2.128,-2.925,1.789,-2.503,-0.015,-1.262,1.75
1.0,-3.022,-0.436,-0.053,2.106,0.759,-0.61,-1.526,-4.649,1.363,-2.06
1.0,-3.837,-1.777,0.225,3.057,1.92,0.682,-0.925,-0.165,-2.698,-5.8
1.0,0.46,1.11,-0.111,-0.565,-0.878,1.079,-3.087,1.172,-2.802,-0.691
0.0,0.371,1.983,-0.348,2.431,-1.105,-0.38,2.759,1.619,-1.077,-0.506
1.0,-1.833,-1.98,-4.216,0.303,-4.508,4.463,-2.889,-1.473,-2.503,-1.272
1.0,-1.76,0.114,-0.467,1.943,-2.55,1.937,-1.487,-0.462,-2.656,-0.372
2.0,0.539,3.335,-1.262,-2.117,-0.918,3.496,-2.603,2.171,0.352,-0.514
1.0,-3.699,-2.975,-4.487,-0.931,-6.66,2.911,-5.68,-2.481,-0.455,1.863
2.0,2.582,-3.007,-4.457,-2.733,-0.585,-0.236,-0.422,0.7,-4.466,-1.155
1.0,-0.336,3.207,1.296,3.742,-0.724,1.181,-1.424,-0.242,1.794,-3.256
0.0,2.101,3.303,0.277,5.678,0.402,0.445,3.57,-0.097,-0.016,-1.247
0.0,-3.512,-2.732,0.225,0.402,-2.608,0.235,-0.629,-1.735,2.452,1.231
2.0,0.188,0.427,0.055,2.614,-0.464,-3.582,-0.879,2.133,0.942,3.64
1.0,-1.276,-2.219,-0.53,5.447,3.211,2.436,1.695,1.048,-4.081,-2.347
1.0,2.999,-0.715,-2.228,2.818,-1.133,0.204,-1.969,-3.897,0.13,-1.609
2.0,1.924,-1.989,-4.433,-1.893,-1.505,-1.558,-1.064,0.416,-0.934,-5.506
2.0,4.768,-3.574,-2.875,-2.335,3.755,2.182,-1.661,3.383,-0.873,-0.99
2.0,2.01,0.364,-1.776,1.459,-2.763,-2.381,0.667,3.565,2.123,2.201
1.0,-1.738,3.269,-4.455,3.763,0.278,-3.239,2.336,2.517,0.483,-4.91
0.0,1.404,4.241,0.417,1.777,-2.389,-2.435,0.293,3.563,0.336,-3.412
2.0,0.306,-5.116,-1.618,0.761,1.12,0.626,-0.008,-3.109,2.169,1.408
1.0,-0.99,-0.568,-2.983,1.561,2.48,4.797,-3.573,-2.357,-0.168,-0.576
1.0,-1.978,-0.297,-1.011,-0.47,-5.639,1.343,-5.133,-1.991,-0.084,-0.86
2.0,2.471,-4.796,-1.109,0.645,1.204,0.288,2.114,1.903,0.882,-3.854
2.0,-0.512,-0.225,0.516,0.299,2.585,2.055,-1.765,0.54,-1.724,-0.858
2.0,4.428,-3.836,-2.748,-0.175,1.184,-0.286,-2.585,1.162,2.159,1.735
1.0,-1.439,-3.334,-2.181,0.705,-5.924,0.487,-2.983,-2.366,-0.578,2.483
0.0,2.13,-2.88,0.717,-3.734,-3.77,-3.739,4.007,2.717,0.683,0.422
1.0,0.122,2.977,-1.682,3.006,3.408,1.813,1.855,-0.849,-0.524,-3.242
2.0,-1.479,2.32,-2.572,-2.719,-1.127,-1.512,0.951,-0.265,-1.253,-2.496
0.0,-1.603,-1.082,-3.303,0.912,-4.066,4.998,-3.92,0.111,-3.124,-1.146
1.0,-3.589,0.045,-4.367,2.441,2.313,0.698,-2.604,1.568,-0.654,-0.41
2.0,4.147,1.28,1.761,5.269,0.758,-5.254,0.916,3.765,2.586,-0.078
2.0,3.867,-3.423,-0.338,1.471,3.242,-1.873,1.497,-1.455,3.663,-0.361
0.0,-1.337,2.075,-3.88,-4.256,0.175,-1.401,1.49,-0.541,0.618,0.672
2.0,2.828,0.173,-3.925,0.138,-1.398,-1.527,4.778,0.008,4.169,2.689
0.0,-3.593,-0.833,-3.888,0.573,-1.471,4.434,4.154,-2.036,0.421,-2.305
1.0,-2.505,2.064,-1.519,2.592,0.071,-0.717,-2.232,0.667,-0.935,-3.673
2.0,0.44,-4.076,-2.207,-0.73,2.279,-0.88,-2.237,0.118,-3.415,-0.973
2.0,3.104,-3.442,-1.865,0.993,-0.726,-0.516,-0.808,1.059,3.459,2.851
2.0,2.821,-1.211,-4.262,0.264,1.2,0.413,-1.21,0.327,-1.756,-0.273
0.0,3.279,4.091,-1.575,3.648,0.735,-1.332,2.662,-0.739,-2.438,-3.776
1.0,-1.968,2.636,0.52,0.822,4.254,3.144,-0.501,5.35,-4.037,-2.995
2.0,1.483,1.511,0.759,1.586,-2.357,-4.874,3.077,4.975,0.606,-0.881
1.0,0.691,-2.04,-3.802,2.854,0.481,4.466,-0.093,0.81,-3.674,-1.57
0.0,1.844,4.219,-1.024,2.835,0.355,-2.209,1.272,0.666,-4.4,-2.562
1.0,-2.144,-0.389,0.259,2.555,-1.134,1.082,-2.366,-2.781,0.287,-0.379
2.0,-6.143,-2.175,1.046,3.213,0.539,-1.634,-0.833,-4.452,-0.214,-1.479
1.0,-2.419,3.085,0.015,0.307,-2.041,0.257,0.272,3.228,-0.08,-3.136
1.0,-2.126,4.796,-3.51,2.336,0.179,-1.282,-0.158,2.477,0.781,-3.175
2.0,-0.194,-2.538,0.152,-0.858,3.265,-0.474,0.779,0.324,-1.069,-0.681
2.0,6.199,-1.917,-1.608,-3.241,2.393,5.774,-2.533,5.291,-0.084,-1.114
2.0,-0.292,0.789,-1.553,0.196,-2.423,-3.077,0.773,2.54,0.427,2.439
0.0,-2.22,0.213,-2.529,-2.215,-0.069,2.136,3.072,0.736,-0.486,-2.146
0.0,-2.026,1.176,-1.283,-2.094,-5.083,1.862,2.323,-1.917,-0.858,-1.577
0.0,1.25,0.81,-1.96,1.601,-1.209,-1.393,2.913,0.607,-0.847,-0.771
0.0,-0.168,-0.997,0.223,0.555,0.233,1.134,1.141,1.527,-1.954,2.517
2.0,3.675,-1.85,-1.067,3.571,0.836,-1.607,-3.294,0.209,2.433,0.243
0.0,0.001,2.658,-1.456,3.755,-2.151,-0.038,-0.085,2.979,0.996,-1.028
0.0,-4.157,0.245,-1.04,-1.24,-3.775,4.383,3.113,-1.869,0.888,-4.133
0.0,0.816,-3.133,1.643,-1.665,-2.512,0.92,-0.685,-1.679,2.855,-3.198
1.0,-2.685,-2.961,-2.353,1.015,3.846,1.572,-4.193,1.915,-5.606,0.783
2.0,0.317,1.137,-0.577,-1.443,-1.639,1.599,-2.721,1.286,-1.149,-3.223
2.0,-1.186,0.509,-1.297,0.015,-5.424,-2.766,3.131,1.805,0.616,2.089
1.0,-3.103,0.833,-3.213,-0.525,1.219,0.589,-0.965,3.719,-3.491,-2.217
0.0,2.693,4.501,-2.903,3.805,-3.195,-3.027,2.888,0.912,-2.898,-4.878
0.0,4.022,2.784,-0.958,0.93,-1.27,-4.209,2.106,0.568,-3.89,-3.756
2.0,0.912,-2.367,-0.916,-0.223,-1.16,-1.801,2.551,-2.406,0.827,-0.437
0.0,-1.678,-1.546,-2.639,-1.201,-4.758,4.102,3.952,-5.735,2.753,-1.701
2.0,3.523,-0.626,-6.114,-4.152,-0.679,0.466,0.624,1.756,-2.114,-4.634
2.0,2.893,-2.491,-2.798,-0.186,1.431,1.267,-1.849,1.072,-1.665,-0.877
1.0,-5.673,2.468,-4.674,-0.298,0.894,0.779,0.182,4.643,-0.291,-0.43
0.0,-2.296,-0.759,0.858,-3.934,-0.944,3.576,1.463,1.308,2.33,-2.316
1.0,-0.466,0.172,-1.413,1.361,2.485,2.064,-2.267,2.23,-2.842,-2.782
1.0,-2.241,6.016,0.716,-1.872,2.282,7.999,2.448,5.087,1.578,-1.62
0.0,1.934,1.383,-0.412,-1.575,-6.008,-4.968,5.729,1.298,-1.38,-3.36
1.0,-3.081,-3.572,-2.014,1.548,-1.211,0.809,-1.322,-1.547,-1.293,-2.517
0.0,1.424,2.373,-1.042,3.697,-1.117,-0.702,0.675,1.238,-0.972,-1.375
0.0,-0.851,1.432,-0.805,-2.869,-2.204,0.427,2.483,-2.061,1.543,-3.606
2.0,-0.656,-1.507,-3.868,-0.575,-5.671,0.008,-0.982,-0.905,1.315,3.667
0.0,2.298,2.743,-0.122,2.106,-0.883,-1.841,0.703,1.62,-2.529,-2.237
0.0,0.995,-4.539,0.314,-1.324,1.117,-1.241,-0.952,-0.31,2.663,-1.026
0.0,2.941,2.612,-3.972,2.372,-4.237,-1.988,0.375,2.684,-1.082,-4.404
1.0,-4.942,-0.819,-3.835,-1.97,1.769,2.093,0.33,4.831,-3.608,0.968
2.0,4.544,-3.321,-4.004,-1.586,3.667,2.939,-4.44,3.398,-0.896,-2.266
1.0,2.976,2.152,4.682,6.019,0.928,0.269,-3.376,-2.33,-1.604,-4.717
1.0,-1.861,3.502,0.324,2.622,1.45,1.545,-0.781,2.654,-0.031,-2.095
0.0,-2.807,-3.292,0.068,4.522,0.989,0.065,2.883,0.354,0.64,7.008
1.0,-3.695,-0.054,-6.142,0.766,1.523,1.376,-0.529,1.701,-0.105,-1.434
0.0,2.792,2.271,-0.724,1.901,-2.367,-0.007,0.531,1.66,0.517,-2.705
2.0,1.497,-4.864,-2.384,1.342,1.71,1.015,3.11,-2.53,3.258,1.383
2.0,0.896,-0.628,-2.076,-1.149,-0.5,1.136,-1.173,0.691,-0.584,-6.263
1.0,2.328,4.839,4.096,3.026,0.299,3.309,-2.38,-0.19,0.187,-4.725
2.0,0.465,0.651,-3.443,-0.446,-3.958,-0.482,0.64,2.439,-2.223,-1.745
2.0,-0.47,-1.237,-1.47,2.557,-2.379,-0.992,2.003,1.817,-1.231,1.985
1.0,-2.888,-4.593,-2.287,1.199,-3.643,0.043,-3.827,-1.918,0.252,1.96
0.0,3.231,2.222,-1.176,3.03,2.308,2.183,-1.105,-0.208,-1.625,-1.379
0.0,1.546,0.991,-5.834,-0.035,-3.424,-1.768,5.644,-0.714,-5.732,-3.599
0.0,2.528,3.477,-3.326,5.522,-3.551,-0.943,3.708,0.68,0.01,-3.888
1.0,-0.565,-1.379,-0.772,0.66,1.102,4.174,-1.637,2.581,-0.713,-1.139
1.0,-1.036,-0.639,0.664,3.19,-2.198,0.372,0.574,-1.062,-2.657,-1.479
2.0,1.728,-2.401,-2.488,3.706,-3.133,0.402,-1.02,-1.747,0.964,2.982
1.0,0.841,-1.495,-1.322,-0.312,0.021,1.728,-3.492,0.013,-3.149,-0.028
0.0,-2.697,2.352,-1.79,-5.069,-1.323,0.976,1.963,-1.229,3.163,0.612
0.0,-0.025,2.659,-3.219,-4.875,-1.415,4.62,6.19,-0.141,-1.3,-6.637
0.0,-0.323,2.81,-1.783,2.63,-1.109,-1.816,0.399,2.989,0.6,-1.174
2.0,1.202,-1.824,0.781,-0.215,-1.054,-3.433,1.803,-0.719,3.333,3.137
0.0,3.459,0.549,-1.625,-2.507,-3.594,-2.858,2.13,0.995,-2.767,-3.33
1.0,-2.251,0.64,-2.028,0.031,0.002,1.457,-2.606,0.929,-1.473,0.201
2.0,-1.238,-1.121,2.637,1.514,1.418,-4.717,3.767,0.214,-1.097,0.426
0.0,-0.163,-0.941,0.749,0.956,-4.871,-4.133,3.983,3.089,0.248,1.16
1.0,1.453,-0.543,-3.578,-0.947,-4.841,3.898,-2.438,0.608,-3.079,-0.467
